"Entry"	"Entry.Name"	"Reviewed"	"Protein.names"	"Gene.Names"	"Organism"	"Length"	"Functions"
"Q12465"	"RAX2_YEAST"	"reviewed"	"Bud site selection protein RAX2 (Revert to axial protein 2)"	"RAX2 YLR084C L2389 L9449.12"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	1220	"FUNCTION: Required for the maintenance of the bipolar budding pattern. Involved in selecting bud sites at both the distal and proximal poles of daughter cells as well as near previously used division sites on mother cells. {ECO:0000269|PubMed:11110666}."
"Q12466"	"TCB1_YEAST"	"reviewed"	"Tricalbin-1"	"TCB1 YOR086C YOR3141c"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	1186	"FUNCTION: May play a role in membrane trafficking. {ECO:0000269|PubMed:15049706, ECO:0000269|PubMed:15141306}."
"Q12468"	"CSN5_YEAST"	"reviewed"	"COP9 signalosome complex subunit 5 (EC 3.4.-.-)"	"RRI1 CSN5 JAB1 YDL216C D0888"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	440	"FUNCTION: Catalytic component of the COP9 signalosome (CSN) complex that acts as an regulator of the ubiquitin (Ubl) conjugation pathway by mediating the deneddylation of the cullin subunit of SCF-type E3 ubiquitin-protein ligase complexes (By similarity). The CSN complex is involved in the regulation of the mating pheromone response. {ECO:0000250, ECO:0000269|PubMed:12183637, ECO:0000269|PubMed:12186635, ECO:0000269|PubMed:12446563}."
"Q12469"	"SKM1_YEAST"	"reviewed"	"Serine/threonine-protein kinase SKM1 (EC 2.7.11.1) (Protein kinase 75490 D)"	"SKM1 YOL113W HRA655"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	655	"FUNCTION: May be involved in cellular signaling or cytoskeletal functions. May play a role in morphogenetic control."
"Q12472"	"YD21B_YEAST"	"reviewed"	"Transposon Ty2-DR1 Gag-Pol polyprotein (TY2A-TY2B) (Transposon Ty2 TYA-TYB polyprotein) (Transposon Ty917 protein A) [Cleaved into: Capsid protein (CA); Ty2 protease (PR) (EC 3.4.23.-); Integrase (IN); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4)]"	"TY2B-DR1 YDRCTy2-1 POL YDR034C-D YD9673.05c"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	1770	"FUNCTION: Capsid protein (CA) is the structural component of the virus-like particle (VLP), forming the shell that encapsulates the retrotransposons dimeric RNA genome. The particles are assembled from trimer-clustered units and there are holes in the capsid shells that allow for the diffusion of macromolecules. CA has also nucleocapsid-like chaperone activity, promoting primer tRNA(i)-Met annealing to the multipartite primer-binding site (PBS), dimerization of Ty2 RNA and initiation of reverse transcription (By similarity). {ECO:0000250}.; FUNCTION: The aspartyl protease (PR) mediates the proteolytic cleavages of the Gag and Gag-Pol polyproteins after assembly of the VLP. {ECO:0000250}.; FUNCTION: Reverse transcriptase/ribonuclease H (RT) is a multifunctional enzyme that catalyzes the conversion of the retro-elements RNA genome into dsDNA within the VLP. The enzyme displays a DNA polymerase activity that can copy either DNA or RNA templates, and a ribonuclease H (RNase H) activity that cleaves the RNA strand of RNA-DNA heteroduplexes during plus-strand synthesis and hydrolyzes RNA primers. The conversion leads to a linear dsDNA copy of the retrotransposon that includes long terminal repeats (LTRs) at both ends (By similarity). {ECO:0000250}.; FUNCTION: Integrase (IN) targets the VLP to the nucleus, where a subparticle preintegration complex (PIC) containing at least integrase and the newly synthesized dsDNA copy of the retrotransposon must transit the nuclear membrane. Once in the nucleus, integrase performs the integration of the dsDNA into the host genome (By similarity). {ECO:0000250}."
"Q12473"	"FRE6_YEAST"	"reviewed"	"Ferric reductase transmembrane component 6 (EC 1.16.1.9) (Ferric-chelate reductase 6)"	"FRE6 YLL051C L0593"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	712	"FUNCTION: Metalloreductase responsible for reducing vacuolar iron and copper prior to transport into the cytosol. Catalyzes the reduction of Fe(3+) to Fe(2+) and Cu(2+) to Cu(+), respectively, which can then be transported by the respective vacuolar efflux systems to the cytosol. {ECO:0000269|PubMed:17553781, ECO:0000269|PubMed:17681937}."
"Q12476"	"AIR2_YEAST"	"reviewed"	"Protein AIR2 (Arginine methyltransferase-interacting RING finger protein 2)"	"AIR2 YDL175C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	344	"FUNCTION: Component of the TRAMP (TRF4) complex which has a poly(A) RNA polymerase activity and is involved in a post-transcriptional quality control mechanism limiting inappropriate expression of genetic information. Polyadenylation is required for the degradative activity of the exosome on several of its nuclear RNA substrates like cryptic transcripts generated by RNA polymerase II and III, or hypomethylated pre-tRNAi-Met. Both complexes polyadenylate RNA processing and degradation intermediates of snRNAs, snoRNAs and mRNAs that accumulate in strains lacking a functional exosome. AIR2 also inhibits the methylation of NPL3 mediated by HMT1 through its interaction with HMT1. {ECO:0000269|PubMed:10896665, ECO:0000269|PubMed:15828860, ECO:0000269|PubMed:15935758, ECO:0000269|PubMed:15935759, ECO:0000269|PubMed:20696927}."
"Q12481"	"RRP36_YEAST"	"reviewed"	"rRNA biogenesis protein RRP36 (Ribosomal RNA-processing protein 36)"	"RRP36 YOR287C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	300	"FUNCTION: Component of the 90S pre-ribosome involved in the maturation of rRNAs. Required for early cleavages of the pre-RNAs in the 40S ribosomal subunit maturation pathway. {ECO:0000269|PubMed:16544271, ECO:0000269|PubMed:20038530}."
"Q12482"	"AGC1_YEAST"	"reviewed"	"Mitochondrial aspartate-glutamate transporter AGC1 (Aspartate-glutamate carrier 1)"	"AGC1 YPR021C YP9367.01C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	902	"FUNCTION: Calcium-dependent mitochondrial aspartate and glutamate carrier. Transport of glutamate in mitochondria is required for mitochondrial transamination reactions and ornithine synthesis. Plays also a role in malate-aspartate NADH shuttle, which is critical for growth on acetate and fatty acids. {ECO:0000269|PubMed:14622413, ECO:0000269|PubMed:9178508}."
"Q12483"	"SNF8_YEAST"	"reviewed"	"Vacuolar-sorting protein SNF8 (ESCRT-II complex subunit VPS22) (Vacuolar protein-sorting-associated protein 22)"	"SNF8 VPS22 YPL002C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	233	"FUNCTION: Component of the endosomal sorting complex required for transport II (ESCRT-II), which is required for multivesicular body (MVB) formation and sorting of endosomal cargo proteins into MVBs. The MVB pathway mediates delivery of transmembrane proteins into the lumen of the lysosome for degradation. The ESCRT-II complex is probably involved in the recruitment of the ESCRT-III complex. {ECO:0000269|PubMed:12194858}."
"Q12488"	"PSF1_YEAST"	"reviewed"	"DNA replication complex GINS protein PSF1 (Partner of Sld five 1)"	"PSF1 YDR013W PZA208 YD8119.18"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	208	"FUNCTION: Required for DNA replication. Functions as part of the GINS complex which plays an essential role in the initiation of DNA replication by binding to DNA replication origins and facilitating the assembly of the DNA replication machinery. Required for the chromatin binding of CDC45. {ECO:0000269|PubMed:12730134}."
"Q12490"	"YB11B_YEAST"	"reviewed"	"Transposon Ty1-BL Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]"	"TY1B-BL YBLWTy1-1 POL YBL005W-B YBL004W-A YBL0325"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	1755	"FUNCTION: Capsid protein (CA) is the structural component of the virus-like particle (VLP), forming the shell that encapsulates the retrotransposons dimeric RNA genome. The particles are assembled from trimer-clustered units and there are holes in the capsid shells that allow for the diffusion of macromolecules. CA has also nucleocapsid-like chaperone activity, promoting primer tRNA(i)-Met annealing to the multipartite primer-binding site (PBS), dimerization of Ty1 RNA and initiation of reverse transcription (By similarity). {ECO:0000250}.; FUNCTION: The aspartyl protease (PR) mediates the proteolytic cleavages of the Gag and Gag-Pol polyproteins after assembly of the VLP. {ECO:0000250}.; FUNCTION: Reverse transcriptase/ribonuclease H (RT) is a multifunctional enzyme that catalyzes the conversion of the retro-elements RNA genome into dsDNA within the VLP. The enzyme displays a DNA polymerase activity that can copy either DNA or RNA templates, and a ribonuclease H (RNase H) activity that cleaves the RNA strand of RNA-DNA heteroduplexes during plus-strand synthesis and hydrolyzes RNA primers. The conversion leads to a linear dsDNA copy of the retrotransposon that includes long terminal repeats (LTRs) at both ends (By similarity). {ECO:0000250}.; FUNCTION: Integrase (IN) targets the VLP to the nucleus, where a subparticle preintegration complex (PIC) containing at least integrase and the newly synthesized dsDNA copy of the retrotransposon must transit the nuclear membrane. Once in the nucleus, integrase performs the integration of the dsDNA into the host genome (By similarity). {ECO:0000250}."
"Q12491"	"YB21B_YEAST"	"reviewed"	"Transposon Ty2-B Gag-Pol polyprotein (TY2A-TY2B) (Transposon Ty2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA); Ty2 protease (PR) (EC 3.4.23.-); Integrase (IN); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4)]"	"TY2B-B YBLWTy2-1 POL YBL100W-B YBL0822 YBL101W-B"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	1770	"FUNCTION: Capsid protein (CA) is the structural component of the virus-like particle (VLP), forming the shell that encapsulates the retrotransposons dimeric RNA genome. The particles are assembled from trimer-clustered units and there are holes in the capsid shells that allow for the diffusion of macromolecules. CA has also nucleocapsid-like chaperone activity, promoting primer tRNA(i)-Met annealing to the multipartite primer-binding site (PBS), dimerization of Ty2 RNA and initiation of reverse transcription (By similarity). {ECO:0000250}.; FUNCTION: The aspartyl protease (PR) mediates the proteolytic cleavages of the Gag and Gag-Pol polyproteins after assembly of the VLP. {ECO:0000250}.; FUNCTION: Reverse transcriptase/ribonuclease H (RT) is a multifunctional enzyme that catalyzes the conversion of the retro-elements RNA genome into dsDNA within the VLP. The enzyme displays a DNA polymerase activity that can copy either DNA or RNA templates, and a ribonuclease H (RNase H) activity that cleaves the RNA strand of RNA-DNA heteroduplexes during plus-strand synthesis and hydrolyzes RNA primers. The conversion leads to a linear dsDNA copy of the retrotransposon that includes long terminal repeats (LTRs) at both ends (By similarity). {ECO:0000250}.; FUNCTION: Integrase (IN) targets the VLP to the nucleus, where a subparticle preintegration complex (PIC) containing at least integrase and the newly synthesized dsDNA copy of the retrotransposon must transit the nuclear membrane. Once in the nucleus, integrase performs the integration of the dsDNA into the host genome (By similarity). {ECO:0000250}."
"Q12494"	"KCS1_YEAST"	"reviewed"	"Inositol hexakisphosphate kinase 1 (InsP6 kinase 1) (EC 2.7.4.21) (InsP6 kinase KCS1) (PKC1 suppressor protein 1)"	"KCS1 YDR017C PZF1050"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	1050	"FUNCTION: Converts inositol hexakisphosphate (InsP6) to diphosphoinositol pentakisphosphate (InsP7/PP-InsP5). Involved in phosphate regulation and polyphosphate accumulation. Required for resistance to salt stress, cell wall integrity, vacuole morphogenesis, and telomere maintenance. {ECO:0000269|PubMed:10574768, ECO:0000269|PubMed:10827188, ECO:0000269|PubMed:11956213, ECO:0000269|PubMed:15561716, ECO:0000269|PubMed:15866881, ECO:0000269|PubMed:15944147, ECO:0000269|PubMed:8601473}."
"Q12495"	"RLF2_YEAST"	"reviewed"	"Chromatin assembly factor 1 subunit p90 (CAF-1 90 kDa subunit) (RAP1 localization factor 2)"	"RLF2 CAC1 YPR018W YP9531.12"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	606	"FUNCTION: Acts as a component of chromatin assembly factor 1 (CAF-1), which assembles histone octamers onto replicating DNA in vitro. It performs the first step of the nucleosome assembly process, bringing newly synthesized histones H3 and H4 to replicating DNA; histones H2A/H2B can bind to this chromatin precursor subsequent to DNA replication to complete the histone octamer. p90 may facilitate the efficient and timely assembly of histones into telomeric chromatin."
"Q12499"	"NOP58_YEAST"	"reviewed"	"Nucleolar protein 58 (Nucleolar protein 5)"	"NOP58 NOP5 YOR310C O6108"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	511	"FUNCTION: Required for pre-18S rRNA processing. May bind microtubules. {ECO:0000269|PubMed:9372940, ECO:0000269|PubMed:9632712}."
"Q12501"	"YO22B_YEAST"	"reviewed"	"Transposon Ty2-OR2 Gag-Pol polyprotein (TY2A-TY2B) (Transposon Ty2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA); Ty2 protease (PR) (EC 3.4.23.-); Integrase (IN); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4)]"	"TY2B-OR2 YORWTy2-2 POL YOR343W-B O6304"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	1770	"FUNCTION: Capsid protein (CA) is the structural component of the virus-like particle (VLP), forming the shell that encapsulates the retrotransposons dimeric RNA genome. The particles are assembled from trimer-clustered units and there are holes in the capsid shells that allow for the diffusion of macromolecules. CA has also nucleocapsid-like chaperone activity, promoting primer tRNA(i)-Met annealing to the multipartite primer-binding site (PBS), dimerization of Ty2 RNA and initiation of reverse transcription (By similarity). {ECO:0000250}.; FUNCTION: The aspartyl protease (PR) mediates the proteolytic cleavages of the Gag and Gag-Pol polyproteins after assembly of the VLP. {ECO:0000250}.; FUNCTION: Reverse transcriptase/ribonuclease H (RT) is a multifunctional enzyme that catalyzes the conversion of the retro-elements RNA genome into dsDNA within the VLP. The enzyme displays a DNA polymerase activity that can copy either DNA or RNA templates, and a ribonuclease H (RNase H) activity that cleaves the RNA strand of RNA-DNA heteroduplexes during plus-strand synthesis and hydrolyzes RNA primers. The conversion leads to a linear dsDNA copy of the retrotransposon that includes long terminal repeats (LTRs) at both ends (By similarity). {ECO:0000250}.; FUNCTION: Integrase (IN) targets the VLP to the nucleus, where a subparticle preintegration complex (PIC) containing at least integrase and the newly synthesized dsDNA copy of the retrotransposon must transit the nuclear membrane. Once in the nucleus, integrase performs the integration of the dsDNA into the host genome (By similarity). {ECO:0000250}."
"Q12502"	"LDB19_YEAST"	"reviewed"	"Protein LDB19 (Low dye-binding protein 19)"	"LDB19 YOR322C O6152"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	818	"FUNCTION: May be involved in protein-linked oligosaccharide phosphorylation since the deletion reduces the negative charge of the cell surface. Involved in the resistance to EDTA, cadmium chloride, cycloheximide, 6-dimethylaminopurine, methyl caffeate, beta-chloro-L-alanine, caffeine and cerulenin. {ECO:0000269|PubMed:15993632}."
"Q12505"	"SKS1_YEAST"	"reviewed"	"Serine/threonine-protein kinase SKS1 (EC 2.7.11.1) (Suppressor kinase of SNF3)"	"SKS1 SHA3 YPL026C LPB5"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	502	"FUNCTION: May have a role in glucose regulation."
"Q12508"	"RMD5_YEAST"	"reviewed"	"E3 ubiquitin-protein ligase RMD5 (EC 2.3.2.27) (Glucose-induced degradation protein 2) (Required for meiotic nuclear division protein 5) (Sporulation protein RMD5)"	"RMD5 GID2 YDR255C YD9320A.05c"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	421	"FUNCTION: E3 ubiquitin-protein ligase component of the GID complex (PubMed:12686616, PubMed:18508925). Required for the adaptation to the presence of glucose in the growth medium; mediates the degradation of enzymes involved in gluconeogenesis when cells are shifted to glucose-containing medium (PubMed:9737955, PubMed:18508925). Required for proteasome-dependent catabolite degradation of fructose-1,6-bisphosphatase (FBP1) (PubMed:9737955, PubMed:12686616, PubMed:18508925, PubMed:28126757). {ECO:0000269|PubMed:12686616, ECO:0000269|PubMed:18508925, ECO:0000269|PubMed:28126757, ECO:0000269|PubMed:9737955}."
"Q12509"	"ARP6_YEAST"	"reviewed"	"Actin-like protein ARP6"	"ARP6 YLR085C L2393 L9449.13"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	438	"FUNCTION: Component of the SWR1 complex which mediates the ATP-dependent exchange of histone H2A for the H2A variant HZT1 leading to transcriptional regulation of selected genes by chromatin remodeling. Involved in chromosome stability. {ECO:0000269|PubMed:14645854, ECO:0000269|PubMed:14690608, ECO:0000269|PubMed:15045029}."
"Q12511"	"PDP1_YEAST"	"reviewed"	"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial (PDP 1) (EC 3.1.3.43) (Phosphatase two C protein 5) (Protein phosphatase 2C homolog 5) (PP2C-5) (Protein phosphatase of PDH protein 1) (Pyruvate dehydrogenase complex phosphatase 1) (PDC phosphatase 1)"	"PTC5 PPP1 YOR090C YOR3157C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	572	"FUNCTION: Catalyzes the dephosphorylation and concomitant reactivation of the E1 alpha subunit (PDA1) of the pyruvate dehydrogenase complex. {ECO:0000269|PubMed:16643908, ECO:0000269|PubMed:18180296}."
"Q12514"	"NOT5_YEAST"	"reviewed"	"General negative regulator of transcription subunit 5"	"NOT5 YPR072W YP9499.27"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	560	"FUNCTION: Acts as component of the CCR4-NOT core complex, which in the nucleus seems to be a general transcription factor, and in the cytoplasm the major mRNA deadenylase involved in mRNA turnover. The NOT protein subcomplex negatively regulates the basal and activated transcription of many genes. Preferentially affects TC-type TATA element-dependent transcription. Could directly or indirectly inhibit component(s) of the general transcription machinery. {ECO:0000269|PubMed:9463387}."
"Q12517"	"DCP1_YEAST"	"reviewed"	"mRNA-decapping enzyme subunit 1"	"DCP1 YOL149W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	231	"FUNCTION: Component of the decapping complex necessary for the degradation of mRNAs, both in normal mRNA turnover and in nonsense-mediated mRNA decay. Removes the 7-methyl guanine cap structure from mRNA molecules, yielding a 5'-phosphorylated mRNA fragment and 7m-GDP. Decapping is the major pathway of mRNA degradation in yeast. It occurs through deadenylation, decapping and subsequent 5' to 3' exonucleolytic decay of the transcript body. DCP1 is activated by the DEAD-box helicase DHH1 and destabilizes the eIF-4F cap-binding complex from the mRNA. {ECO:0000269|PubMed:10075882, ECO:0000269|PubMed:10101156, ECO:0000269|PubMed:10409716, ECO:0000269|PubMed:10508173, ECO:0000269|PubMed:10564284, ECO:0000269|PubMed:10944120, ECO:0000269|PubMed:11139489, ECO:0000269|PubMed:11741542, ECO:0000269|PubMed:12032091, ECO:0000269|PubMed:12054793, ECO:0000269|PubMed:12554866, ECO:0000269|PubMed:15024087, ECO:0000269|PubMed:8757137, ECO:0000269|PubMed:8816497, ECO:0000269|PubMed:9482745, ECO:0000269|PubMed:9482746}."
"Q12518"	"ENT1_YEAST"	"reviewed"	"Epsin-1"	"ENT1 YDL161W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	454	"FUNCTION: Binds to membranes enriched in phosphatidylinositol 3,5-bisphosphate (PtdIns(3,5)P2) and phosphatidylinositol 4,5-bisphosphate (PtdIns(4,5)P2). Required for endocytosis and localization of actin. Negatively regulated via phosphorylation. {ECO:0000269|PubMed:10449404, ECO:0000269|PubMed:11694597, ECO:0000269|PubMed:12529323}."
"Q12522"	"IF6_YEAST"	"reviewed"	"Eukaryotic translation initiation factor 6 (eIF-6)"	"TIF6 CDC95 YPR016C LPZ15C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	245	"FUNCTION: Binds to the 60S ribosomal subunit and prevents its association with the 40S ribosomal subunit to form the 80S initiation complex in the cytoplasm. Is also involved in ribosome biogenesis. Associates with pre-60S subunits in the nucleus and is involved in its nuclear export. Cytoplasmic release of TIF6 from 60S subunits and nuclear relocalization is promoted by the GTPase RIA1/EFL1 and by SDO1. Also required for pre-rRNA processing. {ECO:0000255|HAMAP-Rule:MF_03132, ECO:0000269|PubMed:10085284, ECO:0000269|PubMed:11101899, ECO:0000269|PubMed:11238882, ECO:0000269|PubMed:11779510, ECO:0000269|PubMed:17353896, ECO:0000269|PubMed:18256024}."
"Q12524"	"PCD1_YEAST"	"reviewed"	"Peroxisomal coenzyme A diphosphatase 1, peroxisomal (Pcd1p) (EC 3.6.1.-) (8-oxo-dGTP/2-hydroxy-dATP diphosphatase) (EC 3.6.1.56)"	"PCD1 YLR151C L9634.8"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	340	"FUNCTION: Diphosphatase (pyrophosphatase) with specificity for coenzyme A and CoA derivatives. Catalyzes the hydrolysis of the diphosphate linkage in CoA to give 3',5'-ADP and 4'-phosphopantetheine. Prefers oxidized CoA disulfide (CoASSCoA) over CoA as a substrate. May be required to remove potentially toxic oxidized CoA disulfide from peroxisomes to maintain the capacity for beta-oxidation of fatty acids (PubMed:10922370). Can also hydrolyze 8-oxo-dGTP and 2-OH-dATP in vitro; therefore it may function as a sanitizing enzyme for oxidized nucleotides and may contribute to prevention of spontaneous mutagenesis due to the misincorporation of these oxidized nucleotides during DNA synthesis (PubMed:15475388). Shows moderate activity in vitro with several short chain acyl-CoA esters and very low activity on 3'-dephospho-CoA while is not active with (deoxy)nucleoside 5'-triphosphates, nucleoside 5'-di- or monophosphates, diadenosine polyphosphates, nucleoside 5'-diphosphosugars, cytidine 5'-diphosphoalcohols, NAD(+), NADH, or FAD (PubMed:10922370). {ECO:0000269|PubMed:10922370, ECO:0000269|PubMed:15475388}."
"Q12527"	"ATG11_YEAST"	"reviewed"	"Autophagy-related protein 11 (Cytoplasm to vacuole targeting protein 9)"	"ATG11 CVT9 YPR049C YP9499.07c"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	1178	"FUNCTION: Involved in cytoplasm to vacuole transport (Cvt), pexophagy, mitophagy and nucleophagy. Recruits mitochondria for their selective degradation via autophagy (mitophagy) during starvation, through its interaction with ATG32. Works as scaffold proteins that recruit ATG proteins to the pre-autophagosome (PAS), the site of vesicle/autophagosome formation. Required for ATG9 anterograde transport from the mitochondria to the PAS. Recruits also the ATG19-prAPE1 complex to the PAS. Required for the Cvt vesicles completion. Plays a significant role in life span extension. {ECO:0000269|PubMed:10995454, ECO:0000269|PubMed:11264288, ECO:0000269|PubMed:11309418, ECO:0000269|PubMed:12479808, ECO:0000269|PubMed:15138258, ECO:0000269|PubMed:15659643, ECO:0000269|PubMed:16901900, ECO:0000269|PubMed:17012830, ECO:0000269|PubMed:17178909, ECO:0000269|PubMed:17192412, ECO:0000269|PubMed:17295840, ECO:0000269|PubMed:18077553, ECO:0000269|PubMed:18287526, ECO:0000269|PubMed:18497569, ECO:0000269|PubMed:18625846, ECO:0000269|PubMed:18701704, ECO:0000269|PubMed:18725539, ECO:0000269|PubMed:18818209, ECO:0000269|PubMed:19061865, ECO:0000269|PubMed:19371383, ECO:0000269|PubMed:19619494, ECO:0000269|PubMed:19619495, ECO:0000269|PubMed:20647741, ECO:0000269|PubMed:20855505, ECO:0000269|PubMed:21343297, ECO:0000269|PubMed:21429936, ECO:0000269|PubMed:21757540, ECO:0000269|PubMed:22157017, ECO:0000269|PubMed:22308029, ECO:0000269|PubMed:22509044, ECO:0000269|PubMed:22768199, ECO:0000269|PubMed:23337777, ECO:0000269|PubMed:23559066, ECO:0000269|PubMed:31356628, ECO:0000269|PubMed:8663607}."
"Q12530"	"RMP1_YEAST"	"reviewed"	"Ribonuclease MRP protein subunit RMP1 (RNA-processing protein RMP1) (RNase MRP 23.6 kDa subunit)"	"RMP1 YLR145W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	201	"FUNCTION: Functions as part of ribonuclease MRP (RNase MRP), which is involved in rRNA processing in mitochondria. {ECO:0000269|PubMed:15637077}."
"Q12532"	"RQC2_YEAST"	"reviewed"	"Ribosome quality control complex subunit 2 (Translation-associated element 2)"	"RQC2 TAE2 YPL009C YP8132.04C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	1038	"FUNCTION: Key component of the ribosome quality control complex (RQC), a ribosome-associated complex that mediates the extraction of incompletely synthesized nascent chains from stalled ribosomes as well as their ubiquitin-mediated proteasomal degradation (PubMed:20691087, PubMed:23178123, PubMed:23479637, PubMed:25349383, PubMed:25554787, PubMed:26934223, PubMed:28751611, PubMed:32934225). Thereby, frees 60S subunit ribosomes from the stalled translation complex and prevents the accumulation of nascent polypeptide chains that are potentially toxic for the cell (PubMed:23178123). Within the RQC complex, RQC2 specifically binds stalled 60S ribosomal subunits by recognizing an exposed, nascent chain-conjugated tRNA moiety and promotes the recruitment of RKR1/LTN1 to stalled 60S subunits (PubMed:23479637, PubMed:25349383). Following binding to stalled 60S ribosomal subunits, RQC2 mediates CAT tailing by recruiting alanine- and threonine-charged tRNA to the A-site and directing the elongation of stalled nascent chains independently of mRNA or 40S subunits, leading to non-templated C-terminal Ala and Thr extensions (CAT tails) (PubMed:25554787, PubMed:27129255, PubMed:26934223, PubMed:28751611, PubMed:32934225, PubMed:36804914). CAT tails promote the RKR1/LTN1-mediated ubiquitination of incompletely synthesized nascent polypeptides: CAT tailing facilitates RKR1/LTN1-dependent ubiquitination by exposing lysine residues that would otherwise remain buried in the ribosomal exit tunnel (PubMed:32934225, PubMed:28751611). Following ubiquitination, incompletely synthesized nascent polypeptides are recognized by CDC48 and degraded by the proteasome (PubMed:27129255). CAT-tailed proteins tend to aggregate and sequester chaperones and can induce proteotoxic stress; their RKR1/LTN1-dependent ubiquitination and degradation is required to prevent proteotoxic stress (PubMed:27129255, PubMed:26934223, PubMed:31133701). {ECO:0000269|PubMed:20691087, ECO:0000269|PubMed:23178123, ECO:0000269|PubMed:23479637, ECO:0000269|PubMed:25349383, ECO:0000269|PubMed:25554787, ECO:0000269|PubMed:26934223, ECO:0000269|PubMed:27129255, ECO:0000269|PubMed:28751611, ECO:0000269|PubMed:31133701, ECO:0000269|PubMed:32934225, ECO:0000269|PubMed:36804914}."
"Q12674"	"ATC8_YEAST"	"reviewed"	"Probable phospholipid-transporting ATPase DNF3 (EC 7.6.2.1) (Aminophospholipid translocase) (APT) (Phospholipid translocase) (PLT)"	"DNF3 YMR162C YM8520.11C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	1656	"FUNCTION: Catalytic component of a P4-ATPase flippase complex which catalyzes the hydrolysis of ATP coupled to the transport of phosphatidylcholine and small amounts of phosphatidylethanolamine from the lumen to the cytosolic leaflet of the trans-Golgi network and ensures the maintenance of asymmetric distribution of phospholipids (PubMed:16452632). May be involved in transport from early endosomes to the trans-Golgi network (TGN) (Probable). {ECO:0000269|PubMed:16452632, ECO:0000305|PubMed:17093059}."
